,Complexity,PySR equation,Parameterized equation,Parameterization,"Parameters: (best-fit, +1, -1)",Correlation,"Parameterized equation, unscaled",RMSE,R2,NDF,Chi2 (before refit),Chi2,Chi2/NDF (before refit),Chi2/NDF
10,20,3*x1 + exp(2.17*x0)*tanh(x0) + 8.8*exp(-1.23*x0),a3*exp(a1*x0) + 3*x1 + exp(a2*x0)*tanh(x0),"{'a1': -1.23, 'a2': 2.17, 'a3': 8.8}","{'a1': (-1.22911, 0.0268869, -0.02686), 'a2': (2.17114, 0.0174574, -0.0178833), 'a3': (8.80543, 0.0717736, -0.0715651)}","{'a1, a2': -0.7815, 'a1, a3': -0.8414, 'a2, a3': 0.5141}",a3*exp(a1*x0) + 3*x1 + exp(a2*x0)*tanh(x0),0.4126,0.8895,287,233.8,233.7,0.8147,0.8144
11,21,(x0 - 0.5)*(13.6*x0 - 6.8)*gauss(x1) + 2.58*exp(x1) + 3.45,a3*exp(x1) + a4 + (a1 + a5*x0)*(a2 + x0)*gauss(x1),"{'a1': -6.8, 'a2': -0.5, 'a3': 2.58, 'a4': 3.45, 'a5': 13.6}","{'a1': (-6.8, 0, 0), 'a2': (-0.501031, 0.00808914, -0.00788965), 'a3': (2.47764, 0.0306998, -0.0307057), 'a4': (3.53772, 0.0463897, -0.0461666), 'a5': (13.6345, 0.193034, -0.193018)}","{'a2, a3': -0.0919, 'a2, a4': 0.2986, 'a2, a5': -0.8843, 'a3, a4': -0.9375, 'a3, a5': 0.1043, 'a4, a5': -0.3384}",a3*exp(x1) + a4 + (a1 + a5*x0)*(a2 + x0)*gauss(x1),0.2298,0.9657,286,82.56,74.71,0.2887,0.2612
12,24,(x0 - 0.543)*(13.6*x0 - 6.29)*gauss(x1) + 2.42*exp(x1) + 3.65,a3*exp(x1) + a4 + (a1 + a5*x0)*(a2 + x0)*gauss(x1),"{'a1': -6.29, 'a2': -0.543, 'a3': 2.42, 'a4': 3.65, 'a5': 13.6}","{'a1': (-6.29, 0, 0), 'a2': (-0.538354, 0.00762303, -0.00743803), 'a3': (2.4695, 0.0305525, -0.0305525), 'a4': (3.56689, 0.0440235, -0.0440032), 'a5': (13.6324, 0.193126, -0.193114)}","{'a2, a3': 0.0009657, 'a2, a4': 0.08101, 'a2, a5': -0.869, 'a3, a4': -0.9563, 'a3, a5': 0.01365, 'a4, a5': -0.1298}",a3*exp(x1) + a4 + (a1 + a5*x0)*(a2 + x0)*gauss(x1),0.2298,0.9657,286,76.26,74.73,0.2667,0.2613
13,25,(x0 - 0.5)*(13.6*x0 - 6.8)*gauss(-1.08*x1) + 2.42*exp(x1) + 3.64,a4*exp(x1) + a5 + (a1 + a6*x0)*(a3 + x0)*gauss(a2*x1),"{'a1': -6.8, 'a2': -1.08, 'a3': -0.5, 'a4': 2.42, 'a5': 3.64, 'a6': 13.6}","{'a1': (-2.49911, 0.181473, -0.184054), 'a2': (-1.73371, 0.0250101, -0.0252996), 'a3': (-0.84046, 0.011527, -0.011342), 'a4': (1.61016, 0.0872446, -0.0878818), 'a5': (6.13236, 0.212481, -0.21008), 'a6': (15.6758, 0.117989, -0.117687)}","{'a1, a2': 0.3304, 'a1, a3': -0.9867, 'a1, a4': -0.9698, 'a1, a5': 0.9802, 'a1, a6': -0.2956, 'a2, a3': -0.2853, 'a2, a4': -0.2159, 'a2, a5': 0.2498, 'a2, a6': -0.5163, 'a3, a4': 0.9814, 'a3, a5': -0.99, 'a3, a6': 0.1987, 'a4, a5': -0.9944, 'a4, a6': 0.1232, 'a5, a6': -0.1426}",a4*exp(x1) + a5 + (a1 + a6*x0)*(a3 + x0)*gauss(a2*x1),0.09613,0.994,284,66.41,16.45,0.2338,0.05792
14,26,(x0 - 0.543)*(13.6*x0 - 6.29)*gauss(-1.3*x1) + 2.42*exp(x1) + 3.76,a4*exp(x1) + a5 + (a1 + a6*x0)*(a3 + x0)*gauss(a2*x1),"{'a1': -6.29, 'a2': -1.3, 'a3': -0.543, 'a4': 2.42, 'a5': 3.76, 'a6': 13.6}","{'a1': (-2.49903, 0.181387, -0.18414), 'a2': (-1.7337, 0.0249971, -0.0253125), 'a3': (-0.840465, 0.0115322, -0.0113369), 'a4': (1.61012, 0.0872809, -0.0878455), 'a5': (6.13245, 0.21239, -0.210171), 'a6': (15.6758, 0.118021, -0.117654)}","{'a1, a2': 0.3304, 'a1, a3': -0.9865, 'a1, a4': -0.9696, 'a1, a5': 0.98, 'a1, a6': -0.2956, 'a2, a3': -0.2852, 'a2, a4': -0.2158, 'a2, a5': 0.2497, 'a2, a6': -0.5164, 'a3, a4': 0.9812, 'a3, a5': -0.9898, 'a3, a6': 0.1987, 'a4, a5': -0.9941, 'a4, a6': 0.1231, 'a5, a6': -0.1426}",a4*exp(x1) + a5 + (a1 + a6*x0)*(a3 + x0)*gauss(a2*x1),0.09613,0.994,284,66.0,16.45,0.2324,0.05792
15,27,x1 + (x0 - 0.5)*(15.8*x0 - 7.91)*gauss(1.59*x1) + 2.3*exp(x1) + 3.45,a4*exp(x1) + a5 + x1 + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),"{'a1': -7.91, 'a2': -0.5, 'a3': 1.59, 'a4': 2.3, 'a5': 3.45, 'a6': 15.8}","{'a1': (-12.4325, 0.221198, -0.212001), 'a2': (-0.203662, 0.0128735, -0.0133122), 'a3': (1.71197, 0.0248055, -0.0245279), 'a4': (1.30112, 0.086683, -0.0871577), 'a5': (5.9389, 0.21112, -0.209551), 'a6': (15.6143, 0.114654, -0.114337)}","{'a1, a2': -0.8946, 'a1, a3': -0.1145, 'a1, a4': 0.9041, 'a1, a5': -0.9091, 'a1, a6': -0.3395, 'a2, a3': -0.114, 'a2, a4': -0.9811, 'a2, a5': 0.9897, 'a2, a6': -0.09016, 'a3, a4': 0.09081, 'a3, a5': -0.1016, 'a3, a6': 0.5202, 'a4, a5': -0.9966, 'a4, a6': 0.05832, 'a5, a6': -0.06597}",a4*exp(x1) + a5 + x1 + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),0.09421,0.9942,284,27.9,15.37,0.09823,0.05413
16,29,x1 + (x0 - 0.5)*(15.8*x0 - 7.91)*gauss(1.59*x1) + 2.3*exp(x1) + 3.48,a4*exp(x1) + a5 + x1 + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),"{'a1': -7.91, 'a2': -0.5, 'a3': 1.59, 'a4': 2.3, 'a5': 3.48, 'a6': 15.8}","{'a1': (-12.4325, 0.221198, -0.212001), 'a2': (-0.203662, 0.0128735, -0.0133123), 'a3': (1.71197, 0.0248062, -0.0245272), 'a4': (1.30112, 0.0866833, -0.0871574), 'a5': (5.9389, 0.211119, -0.209551), 'a6': (15.6143, 0.114656, -0.114335)}","{'a1, a2': -0.8946, 'a1, a3': -0.1145, 'a1, a4': 0.9041, 'a1, a5': -0.9091, 'a1, a6': -0.3395, 'a2, a3': -0.114, 'a2, a4': -0.9811, 'a2, a5': 0.9897, 'a2, a6': -0.09016, 'a3, a4': 0.09081, 'a3, a5': -0.1016, 'a3, a6': 0.5202, 'a4, a5': -0.9966, 'a4, a6': 0.05832, 'a5, a6': -0.06597}",a4*exp(x1) + a5 + x1 + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),0.09421,0.9942,284,24.55,15.37,0.08645,0.05413
17,31,(x0 - 0.5)**2*(exp(x1) + 13.6)*gauss(1.59*x1) + 2.3*exp(x1) + tanh(x1) + 3.58,a3*exp(x1) + a4 + (a1 + x0)**2*(a5 + exp(x1))*gauss(a2*x1) + tanh(x1),"{'a1': -0.5, 'a2': 1.59, 'a3': 2.3, 'a4': 3.58, 'a5': 13.6}","{'a1': (-0.499949, 0.000954135, -0.000954118), 'a2': (1.67999, 0.0241979, -0.0240392), 'a3': (2.36221, 0.0203643, -0.0204265), 'a4': (3.46364, 0.0295033, -0.0294482), 'a5': (14.31, 0.125939, -0.12575)}","{'a1, a2': 0.0001467, 'a1, a3': -0.0002449, 'a1, a4': 0.0003742, 'a1, a5': -0.0005928, 'a2, a3': 0.6063, 'a2, a4': -0.514, 'a2, a5': 0.4741, 'a3, a4': -0.9561, 'a3, a5': 0.4849, 'a4, a5': -0.5987}",a3*exp(x1) + a4 + (a1 + x0)**2*(a5 + exp(x1))*gauss(a2*x1) + tanh(x1),0.1115,0.9919,285,22.82,20.13,0.08008,0.07063
18,32,(x0 - 0.5)**2*(exp(x1) + 13.6)*gauss(1.59*x1) + 2.3*exp(x1) + tanh(x1) + 3.58,a3*exp(x1) + a4 + (a1 + x0)**2*(a5 + exp(x1))*gauss(a2*x1) + tanh(x1),"{'a1': -0.5, 'a2': 1.59, 'a3': 2.3, 'a4': 3.58, 'a5': 13.6}","{'a1': (-0.499949, 0.000954135, -0.000954118), 'a2': (1.67999, 0.0241979, -0.0240392), 'a3': (2.36221, 0.0203643, -0.0204265), 'a4': (3.46364, 0.0295033, -0.0294482), 'a5': (14.31, 0.125939, -0.12575)}","{'a1, a2': 0.0001467, 'a1, a3': -0.0002449, 'a1, a4': 0.0003742, 'a1, a5': -0.0005928, 'a2, a3': 0.6063, 'a2, a4': -0.514, 'a2, a5': 0.4741, 'a3, a4': -0.9561, 'a3, a5': 0.4849, 'a4, a5': -0.5987}",a3*exp(x1) + a4 + (a1 + x0)**2*(a5 + exp(x1))*gauss(a2*x1) + tanh(x1),0.1115,0.9919,285,22.82,20.13,0.08008,0.07063
19,33,x1*(1.66*tanh(x1) + 3.45) + (x0 - 0.5)*(15.7*x0 - 7.85)*gauss(1.66*x1) + 5.75,a5 + x1*(a3*tanh(x1) + a4) + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),"{'a1': -7.85, 'a2': -0.5, 'a3': 1.66, 'a4': 3.45, 'a5': 5.75, 'a6': 15.7}","{'a1': (-4.08455, 0.319361, -0.348924), 'a2': (-0.738147, 0.0223479, -0.0204099), 'a3': (1.70732, 0.0243259, -0.0240812), 'a4': (2.38653, 0.180703, -0.180747), 'a5': (6.75358, 0.171034, -0.171167), 'a6': (15.6051, 0.114633, -0.114329)}","{'a1, a2': -0.9944, 'a1, a3': -0.06287, 'a1, a4': -0.98, 'a1, a5': 0.9915, 'a1, a6': -0.08711, 'a2, a3': 0.01566, 'a2, a4': 0.9901, 'a2, a5': -0.9982, 'a2, a6': -0.003394, 'a3, a4': -0.05763, 'a3, a5': -0.008298, 'a3, a6': 0.5189, 'a4, a5': -0.9907, 'a4, a6': -0.04016, 'a5, a6': 0.003456}",a5 + x1*(a3*tanh(x1) + a4) + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),0.09444,0.9942,284,18.7,15.4,0.06585,0.05424
20,35,x1*(1.66*tanh(x1) + 3.45) + (x0 - 0.5)*(15.8*x0 - 7.9)*gauss(-1.67*x1) + 5.75,a6 + x1*(a4*tanh(x1) + a5) + (a1 + a7*x0)*(a3 + x0)*gauss(a2*x1),"{'a1': -7.9, 'a2': -1.67, 'a3': -0.5, 'a4': 1.66, 'a5': 3.45, 'a6': 5.75, 'a7': 15.8}","{'a1': (-11.6367, 0.377514, -0.343872), 'a2': (-1.7117, 0.0247317, -0.0250032), 'a3': (-0.254584, 0.0212308, -0.0233433), 'a4': (1.59348, 0.137593, -0.137499), 'a5': (2.40613, 0.181927, -0.182001), 'a6': (6.80313, 0.179779, -0.180354), 'a7': (15.6132, 0.115195, -0.114888)}","{'a1, a2': 0.1817, 'a1, a3': -0.9692, 'a1, a4': 0.3484, 'a1, a5': 0.8336, 'a1, a6': -0.9649, 'a1, a7': -0.2709, 'a2, a3': -0.05685, 'a2, a4': 0.01609, 'a2, a5': 0.03055, 'a2, a6': -0.05397, 'a2, a7': -0.5276, 'a3, a4': -0.366, 'a3, a5': -0.8599, 'a3, a6': 0.9968, 'a3, a7': 0.03044, 'a4, a5': -0.1459, 'a4, a6': -0.3133, 'a4, a7': 0.01418, 'a5, a6': -0.8864, 'a5, a7': -0.02945, 'a6, a7': 0.02854}",a6 + x1*(a4*tanh(x1) + a5) + (a1 + a7*x0)*(a3 + x0)*gauss(a2*x1),0.09429,0.9942,283,18.52,15.36,0.06543,0.05429
21,38,x1*(1.66*tanh(x1) + 3.45) + (15.1 + exp(-1.84*x1))*(x0 - 0.5)**2*gauss(1.66*x1) + 5.75,a5 + x1*(a3*tanh(x1) + a4) + (a2 + x0)**2*(a6 + exp(a1*x1))*gauss(a3*x1),"{'a1': -1.84, 'a2': -0.5, 'a3': 1.66, 'a4': 3.45, 'a5': 5.75, 'a6': 15.1}","{'a1': (-1.84, 0, 0), 'a2': (-0.499945, 0.000870667, -0.000870654), 'a3': (1.6609, 0.0231541, -0.0230821), 'a4': (3.4049, 0.0238681, -0.0238651), 'a5': (5.79733, 0.0112291, -0.0112306), 'a6': (14.7199, 0.115976, -0.115794)}","{'a2, a3': 0.000176, 'a2, a4': -0.0005253, 'a2, a5': 0.0006432, 'a2, a6': -0.0006243, 'a3, a4': 0.07321, 'a3, a5': -0.1653, 'a3, a6': 0.4878, 'a4, a5': -0.7407, 'a4, a6': 0.2756, 'a5, a6': -0.6261}",a5 + x1*(a3*tanh(x1) + a4) + (a2 + x0)**2*(a6 + exp(a1*x1))*gauss(a3*x1),0.09974,0.9935,285,18.09,16.77,0.06346,0.05885
22,39,x1*(1.66*tanh(x1) + 3.45) + (x0 - 0.5)*(15.4*x0 - 7.72)*gauss(1.66*x1) + 5.78,a5 + x1*(a3*tanh(x1) + a4) + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),"{'a1': -7.72, 'a2': -0.5, 'a3': 1.66, 'a4': 3.45, 'a5': 5.78, 'a6': 15.4}","{'a1': (-11.5188, 0.360842, -0.331841), 'a2': (-0.261744, 0.0204099, -0.0223497), 'a3': (1.70732, 0.0243283, -0.0240787), 'a4': (2.38653, 0.180709, -0.180741), 'a5': (6.75358, 0.171027, -0.171174), 'a6': (15.6051, 0.114639, -0.114323)}","{'a1, a2': -0.9665, 'a1, a3': -0.1145, 'a1, a4': 0.965, 'a1, a5': -0.9637, 'a1, a6': -0.2509, 'a2, a3': -0.01565, 'a2, a4': -0.9902, 'a2, a5': 0.9983, 'a2, a6': 0.003354, 'a3, a4': -0.05764, 'a3, a5': -0.008284, 'a3, a6': 0.5189, 'a4, a5': -0.9907, 'a4, a6': -0.04016, 'a5, a6': 0.003463}",a5 + x1*(a3*tanh(x1) + a4) + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),0.09444,0.9942,284,17.97,15.4,0.06327,0.05424
23,40,x1*(1.66*tanh(x1) + 3.33) + (x0 - 0.5)*(15.4*x0 - 7.72)*gauss(1.66*x1) + 5.82,a5 + x1*(a3*tanh(x1) + a4) + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),"{'a1': -7.72, 'a2': -0.5, 'a3': 1.66, 'a4': 3.33, 'a5': 5.82, 'a6': 15.4}","{'a1': (-11.5188, 0.360831, -0.331852), 'a2': (-0.261745, 0.0204109, -0.0223487), 'a3': (1.70732, 0.0243254, -0.0240816), 'a4': (2.38654, 0.180702, -0.180748), 'a5': (6.75357, 0.171035, -0.171165), 'a6': (15.6051, 0.114632, -0.11433)}","{'a1, a2': -0.9665, 'a1, a3': -0.1144, 'a1, a4': 0.965, 'a1, a5': -0.9637, 'a1, a6': -0.2509, 'a2, a3': -0.01566, 'a2, a4': -0.9902, 'a2, a5': 0.9983, 'a2, a6': 0.003343, 'a3, a4': -0.05763, 'a3, a5': -0.008301, 'a3, a6': 0.5189, 'a4, a5': -0.9907, 'a4, a6': -0.04016, 'a5, a6': 0.003455}",a5 + x1*(a3*tanh(x1) + a4) + (a1 + a6*x0)*(a2 + x0)*gauss(a3*x1),0.09444,0.9942,284,17.53,15.4,0.06174,0.05424
24,43,x1*(1.66*tanh(x1) + 3.45) + (x0 - 0.5)*(16.7*x0 - 8.35)*(gauss(1.66*x1) - 0.0666) + 5.8,a6 + x1*(a4*tanh(x1) + a5) + (a1 + a7*x0)*(a2 + x0)*(a3 + gauss(a4*x1)),"{'a1': -8.35, 'a2': -0.5, 'a3': -0.0666, 'a4': 1.66, 'a5': 3.45, 'a6': 5.8, 'a7': 16.7}","{'a1': (-4.41403, 0.271137, -0.280044), 'a2': (-0.780573, 0.0167069, -0.0149515), 'a3': (-0.237259, 0.0434939, -0.0472242), 'a4': (1.3454, 0.0682512, -0.0714929), 'a5': (2.26421, 0.143735, -0.138798), 'a6': (7.09365, 0.143014, -0.151075), 'a7': (20.1165, 1.24951, -1.02318)}","{'a1, a2': -0.7213, 'a1, a3': 0.3894, 'a1, a4': 0.3561, 'a1, a5': -0.8769, 'a1, a6': 0.7448, 'a1, a7': -0.3999, 'a2, a3': 0.344, 'a2, a4': 0.3446, 'a2, a5': 0.9438, 'a2, a6': -0.9959, 'a2, a7': -0.3399, 'a3, a4': 0.9694, 'a3, a5': 0.05345, 'a3, a6': -0.3103, 'a3, a7': -0.9913, 'a4, a5': 0.04409, 'a4, a6': -0.3093, 'a4, a7': -0.9465, 'a5, a6': -0.9592, 'a5, a7': -0.05835, 'a6, a7': 0.3085}",a6 + x1*(a4*tanh(x1) + a5) + (a1 + a7*x0)*(a2 + x0)*(a3 + gauss(a4*x1)),0.08319,0.9955,283,16.78,13.27,0.05929,0.04688
25,44,x1*(1.66*tanh(x1) + 3.45) + (x0 - 0.5)*(16.6*x0 - 8.32)*(gauss(1.66*x1) - 0.0666) + 5.8,a6 + x1*(a4*tanh(x1) + a5) + (a1 + a7*x0)*(a2 + x0)*(a3 + gauss(a4*x1)),"{'a1': -8.32, 'a2': -0.5, 'a3': -0.0666, 'a4': 1.66, 'a5': 3.45, 'a6': 5.8, 'a7': 16.6}","{'a1': (-15.7024, 1.0098, -1.17915), 'a2': (-0.219424, 0.0149436, -0.016698), 'a3': (-0.237259, 0.0434937, -0.0472244), 'a4': (1.3454, 0.0682509, -0.0714933), 'a5': (2.26421, 0.143734, -0.138799), 'a6': (7.09364, 0.143014, -0.151074), 'a7': (20.1165, 1.24952, -1.02317)}","{'a1, a2': -0.6032, 'a1, a3': 0.9478, 'a1, a4': 0.91, 'a1, a5': 0.3486, 'a1, a6': -0.5767, 'a1, a7': -0.954, 'a2, a3': -0.3441, 'a2, a4': -0.3446, 'a2, a5': -0.9439, 'a2, a6': 0.996, 'a2, a7': 0.3399, 'a3, a4': 0.9694, 'a3, a5': 0.05346, 'a3, a6': -0.3103, 'a3, a7': -0.9913, 'a4, a5': 0.04409, 'a4, a6': -0.3093, 'a4, a7': -0.9465, 'a5, a6': -0.9593, 'a5, a7': -0.05835, 'a6, a7': 0.3085}",a6 + x1*(a4*tanh(x1) + a5) + (a1 + a7*x0)*(a2 + x0)*(a3 + gauss(a4*x1)),0.08319,0.9955,283,16.84,13.27,0.05949,0.04688
26,46,x1*(1.66*tanh(x1) + 3.45) + (x0 - 0.5)*(16.2*x0 - 8.08)*(gauss(1.66*x1) - 0.0429) + 5.8,a6 + x1*(a4*tanh(x1) + a5) + (a1 + a7*x0)*(a2 + x0)*(a3 + gauss(a4*x1)),"{'a1': -8.08, 'a2': -0.5, 'a3': -0.0429, 'a4': 1.66, 'a5': 3.45, 'a6': 5.8, 'a7': 16.2}","{'a1': (-4.41404, 0.271139, -0.280042), 'a2': (-0.780573, 0.0167062, -0.0149521), 'a3': (-0.237257, 0.0434918, -0.0472263), 'a4': (1.3454, 0.0682479, -0.0714962), 'a5': (2.26422, 0.14373, -0.138803), 'a6': (7.09364, 0.14302, -0.151069), 'a7': (20.1164, 1.24956, -1.02313)}","{'a1, a2': -0.7213, 'a1, a3': 0.3894, 'a1, a4': 0.3561, 'a1, a5': -0.8769, 'a1, a6': 0.7449, 'a1, a7': -0.3999, 'a2, a3': 0.3441, 'a2, a4': 0.3446, 'a2, a5': 0.9438, 'a2, a6': -0.9959, 'a2, a7': -0.3399, 'a3, a4': 0.9694, 'a3, a5': 0.05346, 'a3, a6': -0.3103, 'a3, a7': -0.9913, 'a4, a5': 0.0441, 'a4, a6': -0.3093, 'a4, a7': -0.9464, 'a5, a6': -0.9593, 'a5, a7': -0.05836, 'a6, a7': 0.3085}",a6 + x1*(a4*tanh(x1) + a5) + (a1 + a7*x0)*(a2 + x0)*(a3 + gauss(a4*x1)),0.08319,0.9955,283,16.64,13.27,0.05879,0.04688
