,"Parameterized equation, unscaled","Parameters: (best-fit, +1, -1)",Correlation,RMSE,R2,NDF,Chi2,Chi2/NDF
12,164.796*(((x0 - 12.5) * 0.00210526)*(a3*gauss(a2*((x0 - 12.5) * 0.00210526)) + gauss(a1*((x0 - 12.5) * 0.00210526)))),"{'a1': (1.63575, 0.176617, -0.134786), 'a2': (4.00277, 0.236151, -0.224829), 'a3': (24.9208, 3.55844, -3.402)}","{'a1, a2': -0.2024, 'a1, a3': -0.09452, 'a2, a3': 0.7225}",93.97,0.8104,17,322.9,18.99
13,164.796*((a3*gauss(a2*((x0 - 12.5) * 0.00210526)) + gauss(a1*((x0 - 12.5) * 0.00210526)))*tanh(((x0 - 12.5) * 0.00210526))),"{'a1': (1.54607, 0.18571, -0.143167), 'a2': (3.95983, 0.238332, -0.227141), 'a3': (24.9104, 3.55933, -3.4026)}","{'a1, a2': -0.2014, 'a1, a3': -0.09402, 'a2, a3': 0.7221}",93.99,0.8103,17,323.2,19.01
14,164.796*(((x0 - 12.5) * 0.00210526)*(a3*gauss(a1*((x0 - 12.5) * 0.00210526))*exp(((x0 - 12.5) * 0.00210526)) + gauss(a2*((x0 - 12.5) * 0.00210526)))),"{'a1': (-4.27588, 0.216012, -0.226374), 'a2': (-1.62628, 0.128359, -0.164639), 'a3': (23.055, 3.2602, -3.11438)}","{'a1, a2': -0.1755, 'a1, a3': -0.7349, 'a2, a3': 0.08306}",90.7,0.8234,17,304.0,17.88
15,164.796*(a3 + ((x0 - 12.5) * 0.00210526)*(a4*gauss(a1*((x0 - 12.5) * 0.00210526))*exp(((x0 - 12.5) * 0.00210526)) + gauss(a2*((x0 - 12.5) * 0.00210526)))),"{'a1': (-4.27641, 0.217226, -0.227417), 'a2': (-1.67665, 0.137645, -0.181639), 'a3': (0.0139, 0, 0), 'a4': (22.9032, 3.25024, -3.10505)}","{'a1, a2': -0.189, 'a1, a4': -0.7336, 'a2, a4': 0.08927}",90.94,0.8224,17,302.2,17.78
16,164.796*((a4*gauss(a1 + a3*((x0 - 12.5) * 0.00210526)) + gauss(a2*((x0 - 12.5) * 0.00210526)))*tanh(((x0 - 12.5) * 0.00210526))),"{'a1': (-0.912847, 0.325754, -0.305268), 'a2': (1.48585, 0.132776, -0.111819), 'a3': (6.83587, 1.35528, -1.2468), 'a4': (22.0732, 3.02648, -2.74708)}","{'a1, a2': 0.04471, 'a1, a3': -0.9429, 'a1, a4': -0.03609, 'a2, a3': -0.06282, 'a2, a4': -0.02064, 'a3, a4': 0.248}",64.41,0.9109,16,228.7,14.3
17,164.796*(((x0 - 12.5) * 0.00210526)*(a2*gauss(2*((x0 - 12.5) * 0.00210526)) + a4*gauss(a1 + a3*((x0 - 12.5) * 0.00210526)))),"{'a1': (-1.37337, 0.22749, -0.23152), 'a2': (2.82787, 0.326846, -0.330949), 'a3': (9.27332, 1.15055, -1.07854), 'a4': (23.4696, 2.376, -2.26161)}","{'a1, a2': -0.1905, 'a1, a3': -0.9469, 'a1, a4': -0.3039, 'a2, a3': 0.2508, 'a2, a4': -0.05601, 'a3, a4': 0.4495}",42.19,0.9618,16,119.1,7.441
18,164.796*((a3*gauss(2*((x0 - 12.5) * 0.00210526)) + a4*gauss(a1*((x0 - 12.5) * 0.00210526) + a2))*tanh(((x0 - 12.5) * 0.00210526))),"{'a1': (-9.60501, 1.05535, -1.12878), 'a2': (1.4386, 0.224524, -0.218537), 'a3': (3.2271, 0.345149, -0.349265), 'a4': (23.6931, 2.2949, -2.19184)}","{'a1, a2': -0.9468, 'a1, a3': -0.2622, 'a1, a4': -0.4641, 'a2, a3': 0.2013, 'a2, a4': 0.3274, 'a3, a4': -0.06455}",39.45,0.9666,16,107.0,6.686
19,164.796*(((x0 - 12.5) * 0.00210526)*(a3*gauss(a2 + 2*((x0 - 12.5) * 0.00210526)) + a5*gauss(a1 + a4*((x0 - 12.5) * 0.00210526)))),"{'a1': (-2.38853, 0.361295, -0.397772), 'a2': (0.703316, 0.116514, -0.137558), 'a3': (23.4818, 11.262, -8.55601), 'a4': (14.6625, 2.16964, -1.91868), 'a5': (21.3618, 2.0877, -2.07255)}","{'a1, a2': -0.6057, 'a1, a3': -0.6502, 'a1, a4': -0.9821, 'a1, a5': -0.02106, 'a2, a3': 0.9852, 'a2, a4': 0.5899, 'a2, a5': -0.3966, 'a3, a4': 0.6388, 'a3, a5': -0.418, 'a4, a5': 0.08624}",17.72,0.9933,15,53.57,3.571
20,164.796*((a3*gauss(2*((x0 - 12.5) * 0.00210526)) + a4*gauss(a1*((x0 - 12.5) * 0.00210526) + a2))*tanh(((x0 - 12.5) * 0.00210526))),"{'a1': (-9.60501, 1.05535, -1.12878), 'a2': (1.4386, 0.224524, -0.218537), 'a3': (3.2271, 0.345149, -0.349265), 'a4': (23.6931, 2.2949, -2.19184)}","{'a1, a2': -0.9468, 'a1, a3': -0.2622, 'a1, a4': -0.4641, 'a2, a3': 0.2013, 'a2, a4': 0.3274, 'a3, a4': -0.06455}",39.45,0.9666,16,107.0,6.686
21,164.796*((a3*((x0 - 12.5) * 0.00210526) + a3*gauss(a2 + a4*((x0 - 12.5) * 0.00210526)))*gauss(a1*((x0 - 12.5) * 0.00210526))),"{'a1': (-2.32735, 0.0697117, -0.0742813), 'a2': (-2.14781, 0.123393, -0.152914), 'a3': (4.7419, 0.352073, -0.324008), 'a4': (11.5916, 0.953199, -0.794967)}","{'a1, a2': 0.3381, 'a1, a3': -0.6345, 'a1, a4': -0.2842, 'a2, a3': -0.6403, 'a2, a4': -0.9185, 'a3, a4': 0.626}",30.81,0.9796,16,72.15,4.51
22,164.796*((a3*((x0 - 12.5) * 0.00210526) + a3*gauss(a1 + a4*((x0 - 12.5) * 0.00210526)))*gauss(a2*((x0 - 12.5) * 0.00210526))),"{'a1': (-2.1478, 0.123386, -0.152922), 'a2': (2.32735, 0.0742814, -0.0697116), 'a3': (4.74188, 0.352085, -0.323996), 'a4': (11.5915, 0.953253, -0.794913)}","{'a1, a2': -0.3381, 'a1, a3': -0.6403, 'a1, a4': -0.9185, 'a2, a3': 0.6345, 'a2, a4': 0.2842, 'a3, a4': 0.626}",30.82,0.9796,16,72.15,4.51
23,164.796*(a2 + (a4*((x0 - 12.5) * 0.00210526) + a4*gauss(a1 + a5*((x0 - 12.5) * 0.00210526)))*gauss(a3*((x0 - 12.5) * 0.00210526))),"{'a1': (-2.32371, 0.147575, -0.170974), 'a2': (0.0565345, 0.0226871, -0.0241837), 'a3': (2.50739, 0.105741, -0.102547), 'a4': (5.08976, 0.371041, -0.346224), 'a5': (12.5478, 1.04325, -0.905306)}","{'a1, a2': -0.3875, 'a1, a3': -0.4865, 'a1, a4': -0.7052, 'a1, a5': -0.9437, 'a2, a3': 0.7042, 'a2, a4': 0.3354, 'a2, a5': 0.3253, 'a3, a4': 0.658, 'a3, a5': 0.4088, 'a4, a5': 0.6805}",28.23,0.9829,15,53.45,3.563
24,164.796*(a2 + (a4*((x0 - 12.5) * 0.00210526) + a4*gauss(a1 + a5*((x0 - 12.5) * 0.00210526)))*gauss(a3*((x0 - 12.5) * 0.00210526))),"{'a1': (-2.32371, 0.147573, -0.170975), 'a2': (0.0565344, 0.0226872, -0.0241836), 'a3': (2.50739, 0.105742, -0.102547), 'a4': (5.08976, 0.371045, -0.346221), 'a5': (12.5477, 1.04326, -0.905293)}","{'a1, a2': -0.3875, 'a1, a3': -0.4865, 'a1, a4': -0.7052, 'a1, a5': -0.9437, 'a2, a3': 0.7042, 'a2, a4': 0.3354, 'a2, a5': 0.3253, 'a3, a4': 0.658, 'a3, a5': 0.4088, 'a4, a5': 0.6805}",28.23,0.9829,15,53.45,3.563
25,164.796*(a3 + (a4*((x0 - 12.5) * 0.00210526) + a4*gauss(a2 + a5*((x0 - 12.5) * 0.00210526)) + tanh(((x0 - 12.5) * 0.00210526)))*gauss(a1*((x0 - 12.5) * 0.00210526))),"{'a1': (-2.6151, 0.0824401, -0.0855137), 'a2': (-2.40066, 0.139397, -0.158472), 'a3': (0.0637514, 0.0182617, -0.018964), 'a4': (5.02225, 0.327309, -0.308403), 'a5': (13.0363, 0.966946, -0.853034)}","{'a1, a2': 0.431, 'a1, a3': -0.6504, 'a1, a4': -0.6308, 'a1, a5': -0.3569, 'a2, a3': -0.3228, 'a2, a4': -0.6987, 'a2, a5': -0.9451, 'a3, a4': 0.2848, 'a3, a5': 0.2692, 'a4, a5': 0.6726}",24.4,0.9872,15,39.49,2.633
26,164.796*(a2 + (a5*gauss(a1 + a6*((x0 - 12.5) * 0.00210526)) + a5*tanh(a3*((x0 - 12.5) * 0.00210526)))*gauss(a4*((x0 - 12.5) * 0.00210526))),"{'a1': (-2.9061, 0.19844, -0.223834), 'a2': (0.0821272, 0.0105271, -0.0107097), 'a3': (2.5045, 0.459201, -0.381062), 'a4': (2.83588, 0.0699127, -0.0725683), 'a5': (4.52553, 0.280009, -0.289734), 'a6': (16.2013, 1.34727, -1.20793)}","{'a1, a2': -0.1901, 'a1, a3': -0.4603, 'a1, a4': -0.5448, 'a1, a5': -0.1423, 'a1, a6': -0.9773, 'a2, a3': 0.08838, 'a2, a4': 0.4712, 'a2, a5': 0.06093, 'a2, a6': 0.1681, 'a3, a4': 0.3221, 'a3, a5': -0.7131, 'a3, a6': 0.4618, 'a4, a5': 0.2491, 'a4, a6': 0.5061, 'a5, a6': 0.1258}",11.43,0.9972,14,15.74,1.124
27,164.796*((a5*gauss(a1 + a6*((x0 - 12.5) * 0.00210526)) + a5*tanh(a3*((x0 - 12.5) * 0.00210526)))*gauss(a4*((x0 - 12.5) * 0.00210526)) + gauss(a2)),"{'a1': (-2.9061, 0.19844, -0.223834), 'a2': (1.58098, 0.0435889, -0.0386158), 'a3': (2.5045, 0.459201, -0.381062), 'a4': (2.83588, 0.0699127, -0.0725683), 'a5': (4.52553, 0.280009, -0.289734), 'a6': (16.2013, 1.34727, -1.20793)}","{'a1, a2': 0.1902, 'a1, a3': -0.4603, 'a1, a4': -0.5448, 'a1, a5': -0.1423, 'a1, a6': -0.9773, 'a2, a3': -0.0884, 'a2, a4': -0.4713, 'a2, a5': -0.06095, 'a2, a6': -0.1681, 'a3, a4': 0.3221, 'a3, a5': -0.7131, 'a3, a6': 0.4618, 'a4, a5': 0.2491, 'a4, a6': 0.5061, 'a5, a6': 0.1258}",11.43,0.9972,14,15.74,1.124
28,164.796*(a2 + (a4 + gauss(((x0 - 12.5) * 0.00210526)))*(gauss(a1 + a5*((x0 - 12.5) * 0.00210526)) + tanh(a3*((x0 - 12.5) * 0.00210526)))*gauss(a3*((x0 - 12.5) * 0.00210526))),"{'a1': (-2.97705, 0.177075, -0.197737), 'a2': (0.0822246, 0.0101413, -0.0102535), 'a3': (2.80913, 0.065844, -0.0650603), 'a4': (3.3692, 0.172734, -0.167607), 'a5': (16.6323, 1.18153, -1.06814)}","{'a1, a2': -0.1856, 'a1, a3': -0.5429, 'a1, a4': -0.7845, 'a1, a5': -0.9747, 'a2, a3': 0.4551, 'a2, a4': 0.1032, 'a2, a5': 0.1637, 'a3, a4': 0.642, 'a3, a5': 0.5019, 'a4, a5': 0.7683}",11.26,0.9973,15,16.13,1.075
29,164.796*((a5 + gauss(((x0 - 12.5) * 0.00210526)))*(gauss(a1 + a6*((x0 - 12.5) * 0.00210526)) + tanh(a3*((x0 - 12.5) * 0.00210526)))*gauss(a4*((x0 - 12.5) * 0.00210526)) + gauss(a2)),"{'a1': (-2.90836, 0.197604, -0.222645), 'a2': (1.5819, 0.043533, -0.038565), 'a3': (2.51153, 0.457196, -0.379831), 'a4': (2.8009, 0.0707005, -0.0729538), 'a5': (3.52567, 0.278978, -0.288582), 'a6': (16.2129, 1.34007, -1.20282)}","{'a1, a2': 0.1898, 'a1, a3': -0.4578, 'a1, a4': -0.5415, 'a1, a5': -0.1403, 'a1, a6': -0.9808, 'a2, a3': -0.08697, 'a2, a4': -0.4716, 'a2, a5': -0.06263, 'a2, a6': -0.1695, 'a3, a4': 0.2889, 'a3, a5': -0.7135, 'a3, a6': 0.4636, 'a4, a5': 0.2841, 'a4, a6': 0.5077, 'a5, a6': 0.1253}",11.41,0.9972,14,15.58,1.113
30,164.796*(a2 + (a3 + 2*gauss(((x0 - 12.5) * 0.00210526)))*(gauss(a1 + a5*((x0 - 12.5) * 0.00210526)) + tanh(a3*((x0 - 12.5) * 0.00210526)))*gauss(a4*((x0 - 12.5) * 0.00210526))),"{'a1': (-2.91085, 0.179854, -0.201758), 'a2': (0.0817535, 0.010069, -0.0102035), 'a3': (2.52177, 0.127816, -0.12661), 'a4': (2.76347, 0.0691651, -0.069336), 'a5': (16.2271, 1.21345, -1.09022)}","{'a1, a2': -0.1893, 'a1, a3': -0.7999, 'a1, a4': -0.5508, 'a1, a5': -0.9773, 'a2, a3': 0.1971, 'a2, a4': 0.4693, 'a2, a5': 0.1677, 'a3, a4': 0.7624, 'a3, a5': 0.7848, 'a4, a5': 0.5145}",11.39,0.9972,15,15.48,1.032
31,164.796*((a6*gauss(a1 + a7*((x0 - 12.5) * 0.00210526)) + a6*tanh(a4*((x0 - 12.5) * 0.00210526)))*gauss(((x0 - 12.5) * 0.00210526)*(a2*((x0 - 12.5) * 0.00210526) + a5)) + gauss(a3)),"{'a1': (-3.09142, 0.178392, -0.196215), 'a2': (-1.0092, 0.308854, -0.257939), 'a3': (1.683, 0.0859761, -0.0634314), 'a4': (2.88705, 0.342927, -0.317683), 'a5': (3.39828, 0.153565, -0.178039), 'a6': (4.7935, 0.271588, -0.267749), 'a7': (17.0859, 1.15634, -1.06047)}","{'a1, a2': 0.3974, 'a1, a3': -0.1544, 'a1, a4': -0.5018, 'a1, a5': -0.4878, 'a1, a6': -0.2772, 'a1, a7': -0.9838, 'a2, a3': -0.7257, 'a2, a4': -0.3796, 'a2, a5': -0.9671, 'a2, a6': -0.3799, 'a2, a7': -0.3314, 'a3, a4': 0.2579, 'a3, a5': 0.5851, 'a3, a6': 0.1709, 'a3, a7': 0.1205, 'a4, a5': 0.3636, 'a4, a6': -0.5021, 'a4, a7': 0.484, 'a5, a6': 0.4823, 'a5, a7': 0.4175, 'a6, a7': 0.2457}",11.17,0.9973,13,9.549,0.7345
32,164.796*((a7 + exp(a3*((x0 - 12.5) * 0.00210526)))*(gauss(a1 + a8*((x0 - 12.5) * 0.00210526)) + tanh(a5*((x0 - 12.5) * 0.00210526)))*gauss(((x0 - 12.5) * 0.00210526)*(a2*((x0 - 12.5) * 0.00210526) + a6)) + gauss(a4)),"{'a1': (-2.91, 0, 0), 'a2': (-1.73439, 0.849236, -0.380054), 'a3': (8.1483, 1.85603, -6.03446), 'a4': (1.69478, 0.0841836, -0.0656441), 'a5': (2.92734, 0.370693, -0.311785), 'a6': (5.18466, 0.58746, -1.61646), 'a7': (2.87508, 0.656925, -0.422198), 'a8': (16.1831, 0.250596, -0.247167)}","{'a2, a3': -0.9419, 'a2, a4': -0.5851, 'a2, a5': -0.132, 'a2, a6': -0.9766, 'a2, a7': 0.5614, 'a2, a8': -0.3301, 'a3, a4': 0.3712, 'a3, a5': -0.05019, 'a3, a6': 0.9905, 'a3, a7': -0.5619, 'a3, a8': 0.4304, 'a4, a5': 0.2407, 'a4, a6': 0.4392, 'a4, a7': -0.1826, 'a4, a8': 0.03313, 'a5, a6': 0.03386, 'a5, a7': -0.6382, 'a5, a8': 0.06357, 'a6, a7': -0.5825, 'a6, a8': 0.399, 'a7, a8': -0.4524}",10.89,0.9975,13,8.759,0.6737
33,164.796*(a2 + (a4*gauss(a1 + a8*((x0 - 12.5) * 0.00210526)) + a4*tanh(a6*((x0 - 12.5) * 0.00210526)))*(gauss(a5*((x0 - 12.5) * 0.00210526)) + gauss(((x0 - 12.5) * 0.00210526)*(a3 + a7*((x0 - 12.5) * 0.00210526))))),"{'a1': (-3.11738, 0.131737, -0.139303), 'a2': (0.0639039, 0.00665906, -0.00673449), 'a3': (1.72, 0, 0), 'a4': (2.04814, 0.0720737, -0.0718144), 'a5': (2.34437, 0.0387574, -0.0378282), 'a6': (3.1714, 0.287156, -0.275514), 'a7': (5.02149, 0.441563, -0.418922), 'a8': (17.5956, 0.809277, -0.775075)}","{'a1, a2': 0.001817, 'a1, a4': -0.05058, 'a1, a5': -0.08953, 'a1, a6': -0.5627, 'a1, a7': -0.5247, 'a1, a8': -0.9818, 'a2, a4': 0.1291, 'a2, a5': 0.658, 'a2, a6': -0.1621, 'a2, a7': -0.2096, 'a2, a8': 0.001268, 'a4, a5': 0.4385, 'a4, a6': -0.702, 'a4, a7': 0.04042, 'a4, a8': 0.0551, 'a5, a6': -0.3051, 'a5, a7': -0.2875, 'a5, a8': 0.09997, 'a6, a7': 0.5014, 'a6, a8': 0.5438, 'a7, a8': 0.4767}",6.529,0.9991,13,4.212,0.324
34,164.796*(a2 + (a4*gauss(a1 + a8*((x0 - 12.5) * 0.00210526)) + a4*tanh(a6*((x0 - 12.5) * 0.00210526)))*(gauss(a5*((x0 - 12.5) * 0.00210526)) + gauss(((x0 - 12.5) * 0.00210526)*(a3 + a7*((x0 - 12.5) * 0.00210526))))),"{'a1': (-3.11738, 0.131734, -0.139305), 'a2': (0.063904, 0.00665899, -0.00673456), 'a3': (1.72, 0, 0), 'a4': (2.04814, 0.0720732, -0.0718149), 'a5': (2.34437, 0.0387568, -0.0378288), 'a6': (3.17139, 0.287164, -0.275505), 'a7': (5.02147, 0.441585, -0.4189), 'a8': (17.5956, 0.809288, -0.775064)}","{'a1, a2': 0.00182, 'a1, a4': -0.05056, 'a1, a5': -0.08952, 'a1, a6': -0.5627, 'a1, a7': -0.5247, 'a1, a8': -0.9817, 'a2, a4': 0.1291, 'a2, a5': 0.658, 'a2, a6': -0.1621, 'a2, a7': -0.2096, 'a2, a8': 0.001264, 'a4, a5': 0.4385, 'a4, a6': -0.702, 'a4, a7': 0.04038, 'a4, a8': 0.05508, 'a5, a6': -0.3051, 'a5, a7': -0.2876, 'a5, a8': 0.09996, 'a6, a7': 0.5014, 'a6, a8': 0.5438, 'a7, a8': 0.4767}",6.529,0.9991,13,4.212,0.324
35,164.796*(a2 + (a4*gauss(a1 + a8*((x0 - 12.5) * 0.00210526)) + a4*tanh(a6*((x0 - 12.5) * 0.00210526)))*(gauss(a5*((x0 - 12.5) * 0.00210526)) + gauss(((x0 - 12.5) * 0.00210526)*(a3 + a7*((x0 - 12.5) * 0.00210526))))),"{'a1': (-3.11738, 0.131735, -0.139305), 'a2': (0.063904, 0.006659, -0.00673455), 'a3': (1.72, 0, 0), 'a4': (2.04814, 0.0720732, -0.0718148), 'a5': (2.34437, 0.0387569, -0.0378287), 'a6': (3.17139, 0.287162, -0.275507), 'a7': (5.02148, 0.44158, -0.418905), 'a8': (17.5956, 0.809284, -0.775068)}","{'a1, a2': 0.00182, 'a1, a4': -0.05056, 'a1, a5': -0.08952, 'a1, a6': -0.5627, 'a1, a7': -0.5247, 'a1, a8': -0.9818, 'a2, a4': 0.1291, 'a2, a5': 0.658, 'a2, a6': -0.1621, 'a2, a7': -0.2096, 'a2, a8': 0.001264, 'a4, a5': 0.4385, 'a4, a6': -0.702, 'a4, a7': 0.04038, 'a4, a8': 0.05508, 'a5, a6': -0.3051, 'a5, a7': -0.2876, 'a5, a8': 0.09996, 'a6, a7': 0.5014, 'a6, a8': 0.5438, 'a7, a8': 0.4767}",6.529,0.9991,13,4.212,0.324
36,164.796*(a2 + (a4*gauss(a1 + a8*((x0 - 12.5) * 0.00210526)) + a4*tanh(a6*((x0 - 12.5) * 0.00210526)))*(gauss(a5*((x0 - 12.5) * 0.00210526)) + gauss(((x0 - 12.5) * 0.00210526)*(a3 + a7*((x0 - 12.5) * 0.00210526))))),"{'a1': (-3.11798, 0.130242, -0.137535), 'a2': (0.0637694, 0.00656936, -0.00664335), 'a3': (1.65, 0, 0), 'a4': (2.04015, 0.0708653, -0.0706074), 'a5': (2.34143, 0.0381436, -0.037272), 'a6': (3.17904, 0.284883, -0.273657), 'a7': (5.1947, 0.436767, -0.415179), 'a8': (17.6103, 0.798523, -0.765758)}","{'a1, a2': 0.000732, 'a1, a4': -0.04773, 'a1, a5': -0.09087, 'a1, a6': -0.5645, 'a1, a7': -0.5265, 'a1, a8': -0.9834, 'a2, a4': 0.1308, 'a2, a5': 0.6575, 'a2, a6': -0.162, 'a2, a7': -0.2066, 'a2, a8': 0.002163, 'a4, a5': 0.4415, 'a4, a6': -0.7049, 'a4, a7': 0.03707, 'a4, a8': 0.05241, 'a5, a6': -0.3055, 'a5, a7': -0.2815, 'a5, a8': 0.1008, 'a6, a7': 0.5023, 'a6, a8': 0.544, 'a7, a8': 0.4774}",6.392,0.9991,13,4.092,0.3148
